wrong_sentence,error_index
فصل تابستان میوه های رنک رنک الّو- انار- توت فرنگی خیلی زیاده- سوم فصل پاییز هوا کم کم سرد می شود . [آفریقا],"[0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
جوان های ما می¬خواهند در طول یک شب ثروتمند بشوند و الگوی آنها اکثرا ستاره های سینما و ورزش هستند چرا ؟ چون می بینند که درآمد آن ها خیلی خوب است و برای اینکه می¬دانند اگر می¬خواهند بازیگر ، بازیکن و غیره بشوند نیازی نیست برای هدفشان زحمت زیادی بکشند . [بوسنی و هرزگوین],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
اگر خورشید فقط از این نقطه میتابید نور آن به همه جا نمیرسید زیرا کوهها ، جنگلها ، دیوارها و ساختمانهای مخطلف منع عبور نور آن میشدند . امام حسن هیچ نگفت و صبر کرد تا مرد شامی ساکت شود . آنگاه به او سلام کرد و با خوش رویی و مهربانی از حالش پرسید و فرمود گمان میکنم غریب هستی . ما را نمیشناسی و از رفتار و کردار ما چیزی نمیدانید . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
چون که هیچ کس نمی توان بدون دوست صمیمی زندگی کند . [ارمنستان],"[0, 0, 0, 0, 12, 12, 0, 0, 0, 0, 0, 0]"
در خوسوس تربیه ی کودکان بستار گوفتنی است . [تاجیکستان],"[0, 0, 0, 0, 0, 0, 13, 0, 0]"
این اتاق دو پنجره و یک در دارد . [عربستان],"[40, 40, 0, 0, 0, 0, 0, 0, 0]"
امام حسن علیه السلام هیچ نگفت و صبر کرد تا مرد شامی ساکت شود . آنگاه به او سلام کرد و با خوش رویی و مهربانی از حالش پرسید . و فرمود گمان میکنم ما را نمیشناسی و از رفتار و کردار ما چیزی نمیدانی . گفتهای معاویه تو را فریب داده_است آنچه دربارهی پدرم گفتی درست نیست ولّی چون قصد بدی نداری و فریب خردهای تو را میبخشم . شتر یکی از حیواناتی است که انسان برای مسافرت و حمل بار در بیابانها از آن استفاده میکنند . این حیوان بدون خوردن آب و علف تا چند هفته میتواند زنده بماند . او از چربه کوهان خودش در هنگام بی غذایی به عنوان غذا استفاده میکند و همچنین مخزن آبی در زیر کوهان خود دارد که به تدریج از آن استفاده میکند . این حیوان هنگام آب خوردن میتواند حدود صد لیتر آب بنوشد . پدر در فکر چارهای بود که ناگهان دختر رو به پدرش کرد و گفت بابا اگر من این دوای تلخ را بخورم هرچه خاستم برای من انجام میدهی . [سوریه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0]"
الف  به نظرِ من امروز افراد نمی دانند چه است زندگیء تندرستی ؟ نمی دانند چه است زندگی کردن در تریخِ ما امروز بلند انسانان در شهرها زندگی می کنند . [آلمان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
از قافله عقب مانده_بود و شترش دیگر توان رفتن نداشت . هرچه بر او فشار آورد فائدهی نداشت . از شترش پیاده شد و وسایل سفر را برداشت و پیاده به راه افتاد . تشنگی و خستگی توان را از او گرفته_بود . اما همچنان میرفت تا خود را به رسول خدا برساند . کاره سختی بود ام ا ایمان او به خدا و عشقش به پیامبر نمیگذشت از پا بیافتاد . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
در کلاس دو استد وجود دارد . [آمریکا],"[0, 0, 0, 13, 0, 0, 0]"
مامان همیسه دعا می کند . [آفریقا],"[0, 12, 0, 0, 0, 0]"
آن پایتخت که بزرگ است به نام آییدجان پایتخت اقتصادی است و دیگری به نام موسوکرو برای سیاست است . [ساحل عاج],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0]"
من اومیدورم که در زندگی من همیشه خیلی خوب دوست داشته_باشم ! [کرواسی],"[0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
یکی از مهمترین ویژگی های پیامبر اسلام تواضع آن حضرت بود به گونهای که با وجود غرمت و شخصیتی که داشت هیچگاه برای خودامتیازی قائل نمیشد با فقیران و مسمندان به روی زمین مینشست و باآنها غذا میخورد همیشه خانهی خود را جارو می کرد همه وقت لباس گرانقیمت نمیپوشید . به صورت دایرهای در میان یاران کود مینشست . به گونهای که اگر کسی تاکنون ایشان را نه دیده_بود می پرسید محمد کدام یک از شما است ؟ دربارهی فایدهای درخت و گیاهان در زندگی انسان به اندیشی و پس که چگونه میوه برای تغزیه انسان و علفهای برای خوراک حیوانات و هیزم برای سوزاندن و چوب پوست برگ ریشه و ساقهی درختان هر کدام برای کاری سودمند است . مریم دانش آموز کلاس اوّل دبستان بود ماهای اوّل مدرسهاش سحت بیمار بود دکتر دارویی برایش نوشت که بسیار تلخ و بدمزه بود پدر و مادر مریم کاری کردند که حاضر نمیشد دارو بخورد . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
خانه پنجره دارد [بحرین],"[40, 0, 0]"
پدر در فکر چارهبود که ناگهان دوختر رو به پدر کرد و گفت بابا اگر من این دوای تلخ را بخورم هرچه خواستم برایم انجام میداهی ؟ پدر که فکر میکرد دوخترش عروسک یا اسباب باز جدید میخواهد گفت دخترم اگر پولش زیاد نباشد اسگال ندارد . دوختر گفت نه پولی نیست فقط غول بده آن را انجام بدهید . پدر قول داد و مریم با سختی تمام دارو را خورد آنگاه رو به پدرش کرد و گفت میخواهم سرم را تیح بزنی . [تاجیکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
دانشمندان کتابهای ابن سینا را مطاله میکنند ابن سینا طبیب و دانشمند بزرگ جهان در پنجاه و هفت سالگی در گذشت . بیشتر وقت ها فراموشی برای انسانها سخت و ناراحت کننده است . حتماً شنیده_اید که برخی از مردم در اثر حادثهای حافظهی خود را از دست میدهند . گذشتهی خود را فراموش میکنند . دوستان نزدیک خود را نمیشناسند و حتا گاهی نام خود را نیز به یاد نمیآورند . پدر و مادر از شدّت تعجب به او گفتند تیغ بزنم آن هم سر دخترمان را مگر میشود . ولی مردم در مقابل این اعطراض فقط حرف خودش را تکرار میکرد و میگفت . شما قول دادهاید و باید به قولتون عمل کنید پس از چند روز که حال مریم بهتر شد پدر و مادرش مجبور شدند به وعدهی خود وفا کنند آنها با ناراحتی بسیار سر دخترشان را تراشیدند . [هند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0]"
است من همیشه برای [سوریه],"[40, 0, 0, 0]"
ما انسانها نمی توانیم بدون دوست زندگی کنیم - یک دوست صمیمی در زندگی ما لازم است- زندگی بدون دوست مثل گل بدون بوست . [پاکستان],"[0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 13, 0, 0, 13, 0, 0, 0, 13, 0]"
ما برای فسنجون پختن 5 یا 6 ساعت لازم دارد . [انگلستان],"[0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0]"
در عکس در خانه زندگی کردن ، در خوابگاه وقت برای تنهای بودن خیلی کم است . [اسپانیا],"[12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
روزها و هفته ها سپری می شد تا جای خود را به فریاد داد ناگهان خبری در کشور پیچید خبری تلخ و نگران کننده خبر دادند که امام به علّت بیماری قلبی در بیمارستان سپری شده_است . دست ها به سوی اسمان بلند شد و اشک در چشم ها حلکه زد و نگرانی در چهره ها موج می زد [هند],"[0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
در حافظهی انسان یادآوری و فراموشی دو نعمت بزرگ است که خداوند به انسان داده_است . بدون این دو مشکلات زیادی برای انسان به وجود میآید . چون انسان بی حافظه همه چیز را فراموش میکند ؛ آنچه دیده ، شنیده و یا گفته را از یاد میبرد . وهیچ گاه نمیتواند کسانی را که به او خوبی یا بدی کردهاند ، یا چیزهاای که برای او سود یا زیان دارد به یاد آورد . [پاکستان],"[0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
دانشجویان بسیار رو وقتی که د ردانشگاه شروع می کنند درس بخوانند ، باید که در خوابگاه یا در خانه اختیاب کنند زندگی کنند ، معمئلا اگر آن دانشجویان در کشور دیگر درس می خوانند . [ایتالیا],"[0, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
کشور من کشور من به نامه مادگاشکار است . [ماداگاسکار],"[0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0]"
من زبان روسی ، یکوتی ، تورکی ، و انگلسی می خوانم . [روسیه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0]"
یکی از مهمترین دالیل به نظر من ین است که مردم تمخاحاند زحمات بیشتر بکشن . [گرجستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0]"
و به نطرِ زنان مناسیب ترین است . [ترکیه],"[0, 0, 0, 0, 13, 0, 0, 0]"
رژیم عذائی امکان دارد برای بدن انسان مضر باشد ، ار این رو بهتر است که رژیم عذائی زیرنظر دکتر صورت بگیرد . [تاجیکستان],"[0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0]"
پ  به نظر من داشتن از یک برنامهریزی خوب ، خیلی مهم است چون اگر برنامهی خوب داریم میتوانیم زمان ما بهتر استفاده کنیم و برای هر چیزی که دوست داریم مثل پیادهروی ، شنا ، ورزش موسیقی کتاب خواندن ، کار کردن ، درس خواندن ، دانشگاه ، تلویزیون ، خونه رو تمیز کردن ، مقت بیشتر داریم . [صربستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0]"
در ملانو ، یک شهر در شمال ایتالیا اکنون  هست . [ایتالیا],"[0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
شاگرد باید سعی کند صدای عطسه اش زیاد بلند نشود . اگر خنده بر او چیره گشت بدون قهقهه و بی سروصدا باشد . یعنی فقط لبخند بزند و تبسوم کندو مصلت ان است که ببایان و کاران بفرسیم تا در آن جا شهری بنا کنند و بناهای رفیع و قسرهای بلند پای بسازند . هر متاع جنس که نیکو باشد به آن جا روان سازیم . جانور هرچه کوچه تر و ناتوان تر باشد فاقد . [تایلند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
قبل از هرچیز باید گفت که کتاب الکترونیکی کتابی است که هر کس میتواند از اینترنت دونلد کند و با کمک یک دستگاه استفاده کند . [روسیه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
مسلحت آن است که بنّایان و کارگاران بفرصتی تا در آنجا شهری بنا کنند . [آذربایجان],"[0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0]"
یکی از مهمترین ویژگی های پیامبر اسلام تواضع آن حضرت بود به گونه ای که با وجود ازمت و شخصیّت که داشت هیچ گاه برای خود امتیازی قاعل نمی شد . با فقیران و مستضعفان بر روی زمین می نشست و با آن ها غذا می خورد . همیشه خانه خود را جارو می کرد . هیچ وقت لباس گران قیمت نمی پوشید به صورت دایره ای در میان یاران خود می نشست به گونه ای که اگر کسی تاکنون ایشان را ندیده_بود می پرسید محمد کدام از شما است ؟ [فرانسه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
شاگرد باید سعی کند صدای عطسه اش زیاد بلند نشود . اگر خنده بر او چیره گشت بدون قهقهه و بی سروصدا باشد . یعنی فقط لبخند بزند و تبسوم کندو مصلت ان است که ببایان و کاران بفرسیم تا در آن جا شهری بنا کنند و بناهای رفیع و قسرهای بلند پای بسازند . هر متاع جنس که نیکو باشد به آن جا روان سازیم . جانور هرچه کوچه تر و ناتوان تر باشد فاقد . [تایلند],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
همه چیزی که برای هر کس بسیار خوب و مهم است ممکنه زندگی در خوانه خوب است چون تنها نیستم و همیشه پدار و مدار کمک می کنیم اما زندگی در خوابگ بهتر و مهمترین برای هر کس است . [گرجستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0]"
همسرم خانداراست من پنج فرزندانم دارم . [پاکستان],"[0, 13, 0, 0, 0, 0, 0]"
اما نظر گروه اول درباره این امر این است که ممکن است کودکان از اوقات فراغت شان را به شکل مفید نیست بگذرند و به چیزهای بی ؟؟؟ توجه شوند مانند سیگار کشیدن دوستان بد ؟؟؟؟ یا چیزهای نظیر آنها است . [سوریه],"[25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ولی فرهنگ که می بینید احترام بگذارید چون فرهنگ که دوست ندارید برای انها حیلی محم است و فرهنکتان را هر مردم نمی توانند دوست بدارند درهرکشور فرهنگ گونگون وجود دارد . [ترکیه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
خروش  خورش !  [هند],"[12, 0, 0, 0, 0]"
کشوارم اوّلین در جهان کشاورزی نارگیل می خرند . [ساحل عاج],"[13, 0, 0, 0, 0, 0, 0, 0, 0]"
برخلاف این آنهایی که هیچ برمامه¬ای برای کارهای¬شان ندارند . [هند],"[0, 0, 0, 0, 0, 40, 0, 40, 0, 0]"
احترام کاسانی و فرهنگ و قوانین کشور آنها خیلی مهمّ است . اگر کاسانی احترام نگزارند مشکل ها دارند . همچنین زبان کشور به یادگرفتن مهمّه است . [اسلواکی],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
یک انسان گفت :  یک مجرب سوال پرس و به یک دکتر نمی پرس » بعضی اوقات از دوم ، ما گفتن توانید که تجربه را بهتر از علم چرا وقتی که انسان با دیگار انسان های صحبت کردن مسلا و یا دیدگاه را گرفتن به کسی از آن ها خیلی چیزها می آموزند . [فرانسه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
هفته‏ی یک بار در خانه‏ام فسنجون می‏پزم با برنج و سلد شیرازی و دوغ می‏خورم . [انگلستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0]"
ای برادران خلیفه ای بود که صندوق جه ای پر از جواهر پیش خود به نهاده_بود بر لب بحر و یک یک گوهرها در آب می انداخت و می گفت چه خوش است قلب . [پاکستان],"[0, 0, 0, 0, 0, 0, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ببارد و ساعت ها بعد برف ببارد . [بوسنی و هرزگوین],"[40, 0, 0, 0, 0, 0, 40, 0]"
خریدار : خیار کیلو چند فروشنده : خیار کیلو سه تومان [عراق],"[0, 0, 0, 13, 0, 0, 0, 0, 13, 0, 0]"
در کشور من که اوکراین هست زیادمی از حادثه واجود دارند . [اوکراین],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0]"
استاد ساعت دارد- [هند],"[0, 0, 40]"
پدر در فکر چارهای بود که ناگهان دختر رو به پدر کرد و گفت بابا اگر من این دوای تخل را بخورم هرچه خواستم برایم انجام میدهی ؟ پدر که فکر میکرد دخترش عروسک یا اسباب بازی جدید میخواهد گفت دخترم اگر پولش زیاد نباشد اشکالی ندارد . دختر گفت نه پولی نیست فقط قول بده آن را انجام بدهی . پدر قول داد و مریم با سختی تمام دارو را خورد آنگاه رو به پدرش کرد و گفت میخواهم سرم را تیغ بزنی . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0]"
من دو دست دو پا دو گوش دو چشم و یک بینی دارم . [عربستان],"[0, 40, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
املا [پاکستان],[12]
من فزانورد هستم فزانورد رایانه دارد [یمن],"[0, 40, 0, 40, 0, 0]"
فصل بهار اول روزهای هوی سرد است و اخر روزهای هوا گرم است- درختان برگ سبز زیباترین- دوم فصل تابستان است . [آفریقا],"[0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
پ  فعالیت روزمره با برنامهریزی و فعالیت روزمره بدون برنامهریزی اولویتبندی کارها از لحاظ کارهای اصلی و کارهای فرعی در فعالیتهای روزمرۀ انسان خیلی کمک میکند که او زندگی خود را به نظم میگذارد . [پاکستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
افغانستان موضوع : اسراف اسراف را خدا دوست ندارد نه باید انسان ها اسراف کند خداوند اسراف کاران را دوست ندارد و سخت عذاب می دهد و اما صادق  ع  فرمود که اسراف نکنید و اگر احتیاج ندارد به نیازمندان و فقیران به دهد یکی نزدیک کان امام صادق  ع  نیم سیب دور انداخت بود اما امام بسیار ناراحت شد چرا به نعمت خدا بی توجهی می کند و چرا به نعمت خداوند ناسپاسی می کند انسان نه باید برای نیاز خود استفاده کند نه باید در نیاز خود بیشتر استفاده کند هر چیز که باشد نه باید زیاد مصرف کنیم هر چیز را به اندازه ی خود مصرف کند چه غذا باشد چه آب باشد چه میوه باشد چه لباسی باشد برای هر چیز که باشد اسراف نکند هرچیز را به اندازه خودشان آماده کونیم من اسراف نمی کنم و اسراف دوست ندارم هر چیز به اندازه اش استفاده میکنم اما اسراف نمی کنم گر نیاز نداشتم به فقیران می دهم و اسراف نمی کند هرچیز که باشد اسراف نمی کنم هرچیز که نیاز نداشتم کسی نیاز دارد می دهم هرکسی . [افغانستان],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 40, 0, 0, 40, 0, 0, 40, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
به این دو علت ، سپس نباید بگویید غذاهای خانه‏ای سلامت‏تر است و غذاهای رستوران مردم را چاق و مریض می‏کنند . [چین],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
فاصیلی خانهی آقای مهدوی تا معازه از خود حدود پانصد متر است . او هر روزساعت هفت و نیمِ صبح بیاده به مغازه اش می رود و تا حدود ظهردر ساعت ساز میماند وساعتهای خاراب را تعمیر میکند . در داروخانهی کوسر انواه داروها مانند قرص ، کپسول ، سروم ، آمپول ، شربت و پمات وجود دارد . [ترکیه],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
کتابهای الکترونیک انواع زیاد دارند ، مثلاً برابر دستگاههای گوناگون ، مانند : موبایل ، کمپیوتر و غیر . [روسیه],"[0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 40, 0, 0, 0, 40, 0, 0, 0, 0]"
